industry_skill,job_count,demand_percentage,gap_status,matched_curriculum_skill,colleges,courses
Talent acquisition,53,0.2198,confirmed_gap,,,
Due Diligence,53,0.2198,confirmed_gap,,,
Customer support,53,0.2198,confirmed_gap,,,
3D Modeling,53,0.2198,confirmed_gap,,,
Plsql,53,0.2198,confirmed_gap,,,
Sap Sd,53,0.2198,confirmed_gap,,,
Bpo,53,0.2198,confirmed_gap,,,
Leadership Skills,52,0.2157,confirmed_gap,,,
Graphics,52,0.2157,confirmed_gap,,,
Functional,52,0.2157,confirmed_gap,,,
Contract Management,52,0.2157,confirmed_gap,,,
Data quality,52,0.2157,confirmed_gap,,,
Information Security,52,0.2157,confirmed_gap,,,
Web Development,52,0.2157,confirmed_gap,,,
End,52,0.2157,confirmed_gap,,,
Production Operations,52,0.2157,confirmed_gap,,,
Book Keeping,51,0.2115,confirmed_gap,,,
International voice,51,0.2115,confirmed_gap,,,
Salesforce Lightning,51,0.2115,confirmed_gap,,,
Digital Transformation,51,0.2115,confirmed_gap,,,
Vendor,51,0.2115,confirmed_gap,,,
Simulation,51,0.2115,confirmed_gap,,,
Electrical Maintenance,51,0.2115,confirmed_gap,,,
Business analysis,51,0.2115,confirmed_gap,,,
Figma,51,0.2115,confirmed_gap,,,
REVIT,51,0.2115,confirmed_gap,,,
Clinical Research,51,0.2115,confirmed_gap,,,
PHP,51,0.2115,confirmed_gap,,,
Industrial,51,0.2115,confirmed_gap,,,
Statutory Audit,51,0.2115,confirmed_gap,,,
Chemistry,51,0.2115,confirmed_gap,,,
NoSQL,51,0.2115,confirmed_gap,,,
Non IT Recruitment,50,0.2074,confirmed_gap,,,
Sales executive activities,50,0.2074,confirmed_gap,,,
Finalisation,50,0.2074,confirmed_gap,,,
Product Management,50,0.2074,confirmed_gap,,,
Hydraulics,50,0.2074,confirmed_gap,,,
Client,50,0.2074,confirmed_gap,,,
Cost,50,0.2074,confirmed_gap,,,
IT Sales,50,0.2074,confirmed_gap,,,
Warehouse Management,50,0.2074,confirmed_gap,,,
Us Voice Process,50,0.2074,confirmed_gap,,,
Penetration,50,0.2074,confirmed_gap,,,
Confluence,50,0.2074,confirmed_gap,,,
Compliance Management,50,0.2074,confirmed_gap,,,
General,50,0.2074,confirmed_gap,,,
Chat Support,50,0.2074,confirmed_gap,,,
Data Bricks,49,0.2032,unmatched,,,
Front,49,0.2032,unmatched,,,
Program,49,0.2032,unmatched,,,
Press Shop,49,0.2032,unmatched,,,
Golang,49,0.2032,unmatched,,,
Residential Sales,49,0.2032,unmatched,,,
Inventory Control,49,0.2032,unmatched,,,
DBMS,49,0.2032,unmatched,,,
Supply Chain Management,49,0.2032,unmatched,,,
Underwriting,49,0.2032,unmatched,,,
Credit Underwriting,49,0.2032,unmatched,,,
DNS,49,0.2032,unmatched,,,
Financial statements,49,0.2032,unmatched,,,
Time Management,49,0.2032,unmatched,,,
FICO,49,0.2032,unmatched,,,
Contracts,48,0.1991,unmatched,,,
Image Processing,48,0.1991,unmatched,,,
Lesson Planning,48,0.1991,unmatched,,,
Chatbot,48,0.1991,unmatched,,,
FMCG,48,0.1991,unmatched,,,
Equipment,48,0.1991,unmatched,,,
Supply,48,0.1991,unmatched,,,
Talent Management,48,0.1991,unmatched,,,
Warehouse Operations,48,0.1991,unmatched,,,
Selling,48,0.1991,unmatched,,,
Project Planning,48,0.1991,unmatched,,,
Education Counseling,48,0.1991,unmatched,,,
Field Marketing,48,0.1991,unmatched,,,
Six Sigma,48,0.1991,unmatched,,,
Cobol,48,0.1991,unmatched,,,
Materials,48,0.1991,unmatched,,,
Interior Designing,48,0.1991,unmatched,,,
Health Insurance,48,0.1991,unmatched,,,
Telecom,48,0.1991,unmatched,,,
PPAP,48,0.1991,unmatched,,,
Team Leading,48,0.1991,unmatched,,,
Freight Forwarding,48,0.1991,unmatched,,,
Regulatory Compliance,48,0.1991,unmatched,,,
Store Operations,48,0.1991,unmatched,,,
Asset management,47,0.1949,unmatched,,,
Stores,47,0.1949,unmatched,,,
Calendar Management,47,0.1949,unmatched,,,
QC,47,0.1949,unmatched,,,
Service Sales,47,0.1949,unmatched,,,
Tools,47,0.1949,unmatched,,,
Order To Cash,47,0.1949,unmatched,,,
Enterprise Sales,47,0.1949,unmatched,,,
Inventory,47,0.1949,unmatched,,,
Dispatch,47,0.1949,unmatched,,,
Digital marketing,47,0.1949,unmatched,,,
Performance Management,47,0.1949,unmatched,,,
Mechanical Design,47,0.1949,unmatched,,,
Office Administration,47,0.1949,unmatched,,,
React,47,0.1949,unmatched,,,
Supply Planning,47,0.1949,unmatched,,,
Management Consulting,47,0.1949,unmatched,,,
Powershell,47,0.1949,unmatched,,,
Financial reporting,46,0.1908,unmatched,,,
Team Leadership,46,0.1908,unmatched,,,
Workforce Management,46,0.1908,unmatched,,,
IT,46,0.1908,unmatched,,,
US Healthcare,46,0.1908,unmatched,,,
Basic,46,0.1908,unmatched,,,
Hadoop,46,0.1908,unmatched,,,
Customer Experience,46,0.1908,unmatched,,,
Head Hunting,46,0.1908,unmatched,,,
Version Control,46,0.1908,unmatched,,,
Deep Learning,46,0.1908,unmatched,,,
Unit testing,46,0.1908,unmatched,,,
VMC,46,0.1908,unmatched,,,
MEP,45,0.1866,unmatched,,,
Supervision,45,0.1866,unmatched,,,
Lap,45,0.1866,unmatched,,,
Azure Databricks,45,0.1866,unmatched,,,
Servicing,45,0.1866,unmatched,,,
Problem Management,45,0.1866,unmatched,,,
Network Security,45,0.1866,unmatched,,,
Cloud Services,45,0.1866,unmatched,,,
Email Support,45,0.1866,unmatched,,,
Tds,45,0.1866,unmatched,,,
API Testing,45,0.1866,unmatched,,,
Invoicing,45,0.1866,unmatched,,,
Quality standards,45,0.1866,unmatched,,,
Variance Analysis,45,0.1866,unmatched,,,
Ticketing,45,0.1866,unmatched,,,
Repair,45,0.1866,unmatched,,,
Asset Management,45,0.1866,unmatched,,,
Data Validation,45,0.1866,unmatched,,,
Flask,45,0.1866,unmatched,,,
Quality assurance,44,0.1825,unmatched,,,
Clinical Trials,44,0.1825,unmatched,,,
Cms,44,0.1825,unmatched,,,
Advertising,44,0.1825,unmatched,,,
CMS,44,0.1825,unmatched,,,
Equity,44,0.1825,unmatched,,,
International Voice,44,0.1825,unmatched,,,
Spring Mvc,44,0.1825,unmatched,,,
Modeling,44,0.1825,unmatched,,,
Sap Fiori,44,0.1825,unmatched,,,
Communication,44,0.1825,unmatched,,,
Information security,44,0.1825,unmatched,,,
Financial planning,44,0.1825,unmatched,,,
Operating,44,0.1825,unmatched,,,
PPC,44,0.1825,unmatched,,,
Data structures,43,0.1783,partial/semantic_match,Data Structures,"Nashik University, Savitribai Phule Pune University",Unknown
Iso,43,0.1783,unmatched,,,
Generative Ai,43,0.1783,unmatched,,,
SAP Hana,43,0.1783,unmatched,,,
Revenue,43,0.1783,unmatched,,,
Nursing,43,0.1783,unmatched,,,
Credit Analysis,43,0.1783,unmatched,,,
Back Office Operations,43,0.1783,unmatched,,,
Execution,43,0.1783,unmatched,,,
Transportation,43,0.1783,unmatched,,,
Residential,43,0.1783,unmatched,,,
Edtech,43,0.1783,unmatched,,,
Fullstack Development,43,0.1783,unmatched,,,
Payroll Management,43,0.1783,unmatched,,,
Application Lifecycle Management,43,0.1783,unmatched,,,
Jira,43,0.1783,unmatched,,,
Resource,43,0.1783,unmatched,,,
Mainframes,43,0.1783,unmatched,,,
Center,43,0.1783,unmatched,,,
Relationship Building,43,0.1783,unmatched,,,
HR Generalist Activities,43,0.1783,unmatched,,,
Finance And Accounts,42,0.1742,unmatched,,,
Business intelligence,42,0.1742,unmatched,,,
Wordpress,42,0.1742,unmatched,,,
CATIA,42,0.1742,unmatched,,,
Territory Sales,42,0.1742,unmatched,,,
SAP MM,42,0.1742,unmatched,,,
Senior Executive,42,0.1742,unmatched,,,
Manager Internal Audit,42,0.1742,unmatched,,,
Delivery Management,42,0.1742,unmatched,,,
Implementation,42,0.1742,unmatched,,,
Project Execution,42,0.1742,unmatched,,,
KYC,42,0.1742,unmatched,,,
Litigation,42,0.1742,unmatched,,,
Backend Operations,42,0.1742,unmatched,,,
Guest Handling,42,0.1742,unmatched,,,
Informatica,42,0.1742,unmatched,,,
Safety,42,0.1742,unmatched,,,
New Product Development,42,0.1742,unmatched,,,
End User,42,0.1742,unmatched,,,
Gst Return,42,0.1742,unmatched,,,
Sas Macros,42,0.1742,unmatched,,,
Business process,41,0.17,unmatched,,,
Account Management,41,0.17,unmatched,,,
CNC,41,0.17,unmatched,,,
Python Development,41,0.17,unmatched,,,
Test cases,41,0.17,unmatched,,,
Time management,41,0.17,unmatched,,,
Medical,41,0.17,unmatched,,,
General Insurance,41,0.17,unmatched,,,
Requirement Gathering,41,0.17,unmatched,,,
Sap Fi,41,0.17,unmatched,,,
Internal Control,41,0.17,unmatched,,,
Bancassurance,41,0.17,unmatched,,,
Financial Accounting,41,0.17,unmatched,,,
Pivot Table,41,0.17,unmatched,,,
English Language,41,0.17,unmatched,,,
Cucumber,41,0.17,unmatched,,,
Follow Ups,41,0.17,unmatched,,,
Project planning,41,0.17,unmatched,,,
Automation Framework,41,0.17,unmatched,,,
Voice process,41,0.17,unmatched,,,
Investment,40,0.1659,unmatched,,,
Demand Planning,40,0.1659,unmatched,,,
Mortgage,40,0.1659,unmatched,,,
Cold,40,0.1659,unmatched,,,
Cloud Security,40,0.1659,unmatched,,,
Revenue Management,40,0.1659,unmatched,,,
Adobe After Effects,40,0.1659,unmatched,,,
Dns,40,0.1659,unmatched,,,
Rpa,40,0.1659,unmatched,,,
Order Management,40,0.1659,unmatched,,,
Deployment,40,0.1659,unmatched,,,
Software design,40,0.1659,unmatched,,,
Bed,40,0.1659,unmatched,,,
Estimation,40,0.1659,unmatched,,,
Vmware,40,0.1659,unmatched,,,
Etl Process,40,0.1659,unmatched,,,
Bigquery,40,0.1659,unmatched,,,
Hotel Management,40,0.1659,unmatched,,,
Manpower Handling,40,0.1659,unmatched,,,
Sap Mm,40,0.1659,unmatched,,,
Disbursement,40,0.1659,unmatched,,,
Gst Filing,40,0.1659,unmatched,,,
React.js,39,0.1617,unmatched,,,
Site Supervision,39,0.1617,unmatched,,,
GRN,39,0.1617,unmatched,,,
Automobile Components,39,0.1617,unmatched,,,
Oracle Fusion,39,0.1617,unmatched,,,
Recovery,39,0.1617,unmatched,,,
Excellent Verbal And Written Communication Skills,39,0.1617,unmatched,,,
PLM,39,0.1617,unmatched,,,
Bim,39,0.1617,unmatched,,,
Manager Quality Control,39,0.1617,unmatched,,,
Painting,39,0.1617,unmatched,,,
SAAS,39,0.1617,unmatched,,,
Diagnostics,39,0.1617,unmatched,,,
High Rise Building,39,0.1617,unmatched,,,
Cisco,39,0.1617,unmatched,,,
Payroll Processing,39,0.1617,unmatched,,,
Project Scheduling,39,0.1617,unmatched,,,
Housing Finance,39,0.1617,unmatched,,,
Marketing Operations,39,0.1617,unmatched,,,
Ich-Gcp Guidelines,39,0.1617,unmatched,,,
Resource Management,39,0.1617,unmatched,,,
Client Interaction,39,0.1617,unmatched,,,
Marketing Strategy,39,0.1617,unmatched,,,
Performance testing,39,0.1617,unmatched,,,
Guest Relations,39,0.1617,unmatched,,,
Travel Management,39,0.1617,unmatched,,,
Domestic BPO,39,0.1617,unmatched,,,
Database Design,39,0.1617,unmatched,,,
IFRS,39,0.1617,unmatched,,,
DevOps,38,0.1576,unmatched,,,
Database,38,0.1576,present,Database,"Nashik University, University of Mumbai","MDC401 Multidisciplinary minor 20 20 40 60 2 -- -- 100, MDL401 Multidisciplinary minor -- 2 -- -- -- 1 1, MDC401 Multidisciplinary minor 3 -- -- 3 -- -- 3, Unknown"
Technical support,38,0.1576,unmatched,,,
Customer Management,38,0.1576,unmatched,,,
Bde,38,0.1576,unmatched,,,
IT Recruitment,38,0.1576,unmatched,,,
Sports,38,0.1576,unmatched,,,
Process Training,38,0.1576,unmatched,,,
Market intelligence,38,0.1576,unmatched,,,
Direct Marketing,38,0.1576,unmatched,,,
Appium,38,0.1576,unmatched,,,
Asset,38,0.1576,unmatched,,,
Client Management,38,0.1576,unmatched,,,
Clinical Operations,38,0.1576,unmatched,,,
Printing,38,0.1576,unmatched,,,
Strategic Sourcing,38,0.1576,unmatched,,,
Auto Loans,38,0.1576,unmatched,,,
User Stories,38,0.1576,unmatched,,,
Apache,38,0.1576,unmatched,,,
B2C,38,0.1576,unmatched,,,
Mortgage Loans,38,0.1576,unmatched,,,
Core Java,38,0.1576,unmatched,,,
EHS,37,0.1534,unmatched,,,
Ansys,37,0.1534,unmatched,,,
Drafting,37,0.1534,unmatched,,,
Labour Laws,37,0.1534,unmatched,,,
Data Migration,37,0.1534,unmatched,,,
Adam,37,0.1534,unmatched,,,
VLOOKUP,37,0.1534,unmatched,,,
Email Process,37,0.1534,unmatched,,,
Switchgear,37,0.1534,unmatched,,,
DoT,37,0.1534,unmatched,,,
Upsell,37,0.1534,unmatched,,,
New Business,37,0.1534,unmatched,,,
General Accounting,37,0.1534,unmatched,,,
Spoken English,37,0.1534,unmatched,,,
Angularjs,37,0.1534,unmatched,,,
Electrical Design,37,0.1534,unmatched,,,
Design engineering,37,0.1534,unmatched,,,
Senior Analyst,37,0.1534,unmatched,,,
Purchase Management,37,0.1534,unmatched,,,
Project Sales,37,0.1534,unmatched,,,
Front Office Management,36,0.1493,unmatched,,,
Revenue Recognition,36,0.1493,unmatched,,,
Tendering,36,0.1493,unmatched,,,
Sales Lead Generation,36,0.1493,unmatched,,,
Life sciences,36,0.1493,unmatched,,,
E-commerce,36,0.1493,unmatched,,,
HL,36,0.1493,unmatched,,,
Material Planning,36,0.1493,unmatched,,,
Project Engineering,36,0.1493,unmatched,,,
International Process,36,0.1493,unmatched,,,
SAS,36,0.1493,unmatched,,,
Microsoft Office Suite,36,0.1493,unmatched,,,
Paint Technology,36,0.1493,unmatched,,,
Payables,36,0.1493,unmatched,,,
System architecture,36,0.1493,unmatched,,,
Api Integration,36,0.1493,unmatched,,,
Academic Planning,36,0.1493,unmatched,,,
Digital Content,36,0.1493,unmatched,,,
Logistics Operations,36,0.1493,unmatched,,,
Scripting,36,0.1493,unmatched,,,
Admissions,36,0.1493,unmatched,,,
SDLC,36,0.1493,unmatched,,,
Banking Products,36,0.1493,unmatched,,,
Interviewing,36,0.1493,unmatched,,,
GRC,36,0.1493,unmatched,,,
Automation testing,36,0.1493,unmatched,,,
MTTR,36,0.1493,unmatched,,,
Financial analysis,36,0.1493,unmatched,,,
Building,36,0.1493,unmatched,,,
Cost Estimation,35,0.1451,unmatched,,,
Processing,35,0.1451,unmatched,,,
Import Documentation,35,0.1451,unmatched,,,
Lean,35,0.1451,unmatched,,,
Successfactors,35,0.1451,unmatched,,,
Oracle Cloud,35,0.1451,unmatched,,,
Financial Modelling,35,0.1451,unmatched,,,
Business Analyst,35,0.1451,unmatched,,,
Business Intelligence,35,0.1451,unmatched,,,
Bidding,35,0.1451,unmatched,,,
Career development,35,0.1451,unmatched,,,
Ajax,35,0.1451,unmatched,,,
CVS,35,0.1451,unmatched,,,
Gst Compliance,35,0.1451,unmatched,,,
Marketing Management,35,0.1451,unmatched,,,
Sap Basis Administration,35,0.1451,unmatched,,,
Cca,35,0.1451,unmatched,,,
Area Sales Management,35,0.1451,unmatched,,,
Company,35,0.1451,unmatched,,,
Institutional Sales,35,0.1451,unmatched,,,
Cloud Computing,35,0.1451,unmatched,,,
Sales Support,35,0.1451,unmatched,,,
Sales Operations,35,0.1451,unmatched,,,
Product Development,35,0.1451,unmatched,,,
NBFC,35,0.1451,unmatched,,,
Google,35,0.1451,unmatched,,,
Customer engagement,35,0.1451,unmatched,,,
Risk assessment,34,0.141,unmatched,,,
Income Tax,34,0.141,unmatched,,,
MS SQL,34,0.141,partial/semantic_match,Sql,University of Mumbai,MDC401 Multidisciplinary minor 20 20 40 60 2 -- -- 100
Casa,34,0.141,unmatched,,,
Academics,34,0.141,unmatched,,,
Iatf,34,0.141,unmatched,,,
Patient Care,34,0.141,unmatched,,,
Multithreading,34,0.141,unmatched,,,
Direct Tax,34,0.141,unmatched,,,
Sourcing Profiles,34,0.141,unmatched,,,
Senior management,34,0.141,unmatched,,,
Export Documentation,34,0.141,unmatched,,,
Project Coordination,34,0.141,unmatched,,,
Plc,34,0.141,unmatched,,,
Itsm,34,0.141,unmatched,,,
CI/CD,34,0.141,unmatched,,,
Client Coordination,34,0.141,unmatched,,,
Client Engagement,34,0.141,unmatched,,,
Travel,34,0.141,unmatched,,,
Advisory,34,0.141,unmatched,,,
Email,34,0.141,unmatched,,,
Travel Arrangements,34,0.141,unmatched,,,
SOC,34,0.141,unmatched,,,
Student Counseling,34,0.141,unmatched,,,
Business administration,34,0.141,unmatched,,,
Financial Planning,34,0.141,unmatched,,,
MM,34,0.141,unmatched,,,
Sales operations,34,0.141,unmatched,,,
Channel sales,34,0.141,unmatched,,,
Insurance Operations,34,0.141,unmatched,,,
React Native,34,0.141,unmatched,,,
Portfolio management,34,0.141,unmatched,,,
Health Care Services,34,0.141,unmatched,,,
Software Sales,34,0.141,unmatched,,,
Investment management,34,0.141,unmatched,,,
GST,34,0.141,unmatched,,,
Servicenow Development,33,0.1369,unmatched,,,
New Business Development,33,0.1369,unmatched,,,
Branch Management,33,0.1369,unmatched,,,
Front office,33,0.1369,unmatched,,,
Delivery Operations,33,0.1369,unmatched,,,
Coaching,33,0.1369,unmatched,,,
Ms Project,33,0.1369,unmatched,,,
IT recruitment,33,0.1369,unmatched,,,
Anti Money Laundering,33,0.1369,unmatched,,,
Software Development Methodologies,33,0.1369,unmatched,,,
Ui Development,33,0.1369,unmatched,,,
TDS Calculation,33,0.1369,unmatched,,,
S,33,0.1369,unmatched,,,
Standard Operating Procedures,33,0.1369,unmatched,,,
Real Estate Marketing,33,0.1369,unmatched,,,
Training Management,33,0.1369,unmatched,,,
Adobe Xd,33,0.1369,unmatched,,,
Behavioural Training,33,0.1369,unmatched,,,
Secretarial Activities,33,0.1369,unmatched,,,
International Clients,33,0.1369,unmatched,,,
Languages,33,0.1369,unmatched,,,
DSA,32,0.1327,unmatched,,,
Safety training,32,0.1327,unmatched,,,
Banca,32,0.1327,unmatched,,,
Written Communication,32,0.1327,unmatched,,,
Bid Management,32,0.1327,unmatched,,,
Classroom Management,32,0.1327,unmatched,,,
Ocean Freight,32,0.1327,unmatched,,,
VMware,32,0.1327,unmatched,,,
Kaizen,32,0.1327,unmatched,,,
BFSI,32,0.1327,unmatched,,,
System Administration,32,0.1327,unmatched,,,
Computer,32,0.1327,unmatched,,,
Architecting,32,0.1327,unmatched,,,
Process Excellence,32,0.1327,unmatched,,,
SAP SD,32,0.1327,unmatched,,,
Fluent,32,0.1327,unmatched,,,
General Ledger Accounting,32,0.1327,unmatched,,,
Compensation,32,0.1327,unmatched,,,
Performance Marketing,32,0.1327,unmatched,,,
Journal Entries,32,0.1327,unmatched,,,
Kotlin,32,0.1327,unmatched,,,
Wfm,32,0.1327,unmatched,,,
Client servicing,32,0.1327,unmatched,,,
Business Management,32,0.1327,unmatched,,,
Business Process Modeling,32,0.1327,unmatched,,,
Strategic planning,32,0.1327,unmatched,,,
Site Engineering,32,0.1327,unmatched,,,
Word,31,0.1286,unmatched,,,
Shift Planning,31,0.1286,unmatched,,,
Front Office Operations,31,0.1286,unmatched,,,
Test Management,31,0.1286,unmatched,,,
Good Communication In English,31,0.1286,unmatched,,,
LLM,31,0.1286,unmatched,,,
US Sales,31,0.1286,unmatched,,,
Content Marketing,31,0.1286,unmatched,,,
Active Directory,31,0.1286,unmatched,,,
Legal Compliance,31,0.1286,unmatched,,,
Investment banking,31,0.1286,unmatched,,,
Query,31,0.1286,unmatched,,,
Purchase Planning,31,0.1286,unmatched,,,
Tcp,31,0.1286,unmatched,,,
Testing tools,31,0.1286,unmatched,,,
Sharepoint,31,0.1286,unmatched,,,
Information Technology,31,0.1286,unmatched,,,
Legal Documentation,31,0.1286,unmatched,,,
Revenue Cycle Management,31,0.1286,unmatched,,,
Aws Cloud,31,0.1286,unmatched,,,
Computer Knowledge,31,0.1286,unmatched,,,
Guest Service,31,0.1286,unmatched,,,
Employee engagement,31,0.1286,unmatched,,,
Teamcenter,31,0.1286,unmatched,,,
Firewall,31,0.1286,unmatched,,,
Commercial Sales,31,0.1286,unmatched,,,
Data Structures,31,0.1286,present,Data Structures,"Nashik University, Savitribai Phule Pune University",Unknown
RDBMS,31,0.1286,unmatched,,,
Regulatory compliance,31,0.1286,unmatched,,,
Open source,31,0.1286,unmatched,,,
Cce,31,0.1286,unmatched,,,
Openshift,31,0.1286,unmatched,,,
Saas Sales,31,0.1286,unmatched,,,
Jdbc,31,0.1286,unmatched,,,
SEM,31,0.1286,unmatched,,,
Biology,31,0.1286,unmatched,,,
TDS Return,31,0.1286,unmatched,,,
Banca Sales,31,0.1286,unmatched,,,
Reception,31,0.1286,unmatched,,,
Publishing,31,0.1286,unmatched,,,
Computer Systems,31,0.1286,unmatched,,,
Schema,31,0.1286,unmatched,,,
Biotechnology,31,0.1286,unmatched,,,
International Calling,31,0.1286,unmatched,,,
Kyc,31,0.1286,unmatched,,,
Due diligence,31,0.1286,unmatched,,,
Wealth management,31,0.1286,unmatched,,,
Financial Statements,30,0.1244,unmatched,,,
Data Processing,30,0.1244,unmatched,,,
Delivery,30,0.1244,unmatched,,,
Adobe Premiere Pro,30,0.1244,unmatched,,,
Typing,30,0.1244,unmatched,,,
User Acceptance Testing,30,0.1244,unmatched,,,
Cloud computing,30,0.1244,unmatched,,,
Data Security,30,0.1244,unmatched,,,
HTTP,30,0.1244,unmatched,,,
Business development management,30,0.1244,unmatched,,,
User Interface Designing,30,0.1244,unmatched,,,
ServiceNow,30,0.1244,unmatched,,,
Team Coordination,30,0.1244,unmatched,,,
Sales Training,30,0.1244,unmatched,,,
Phone Banking,30,0.1244,unmatched,,,
Cpt,30,0.1244,unmatched,,,
Computer Operating,30,0.1244,unmatched,,,
Network Engineering,30,0.1244,unmatched,,,
Production Support,30,0.1244,unmatched,,,
Derivatives,30,0.1244,unmatched,,,
Service level,30,0.1244,unmatched,,,
Handling Customer Queries,30,0.1244,unmatched,,,
Seo,30,0.1244,unmatched,,,
Vendor Negotiation,30,0.1244,unmatched,,,
Agency,30,0.1244,unmatched,,,
Web Application,30,0.1244,unmatched,,,
Flex,30,0.1244,unmatched,,,
Desktop Support,30,0.1244,unmatched,,,
Apqp,30,0.1244,unmatched,,,
Administration Work,30,0.1244,unmatched,,,
Chemical,30,0.1244,unmatched,,,
Project Monitoring,30,0.1244,unmatched,,,
Mis,30,0.1244,unmatched,,,
Load Runner,30,0.1244,unmatched,,,
Balance Sheet Finalisation,30,0.1244,unmatched,,,
Sql Queries,30,0.1244,partial/semantic_match,Sql,University of Mumbai,MDC401 Multidisciplinary minor 20 20 40 60 2 -- -- 100
Food And Beverage,30,0.1244,unmatched,,,
SCM,30,0.1244,unmatched,,,
Food Production,30,0.1244,unmatched,,,
NISM,30,0.1244,unmatched,,,
3Ds Max,30,0.1244,unmatched,,,
Big Data,30,0.1244,unmatched,,,
HCM,30,0.1244,unmatched,,,
Quotation,29,0.1203,unmatched,,,
Accounting Operations,29,0.1203,unmatched,,,
Project delivery,29,0.1203,unmatched,,,
UI,29,0.1203,unmatched,,,
Manual,29,0.1203,unmatched,,,
Vue.Js,29,0.1203,unmatched,,,
Business Requirement Analysis,29,0.1203,unmatched,,,
Software Engineering,29,0.1203,unmatched,,,
SAP Basis,29,0.1203,unmatched,,,
SAP FI,29,0.1203,unmatched,,,
Fixing Appointments,29,0.1203,unmatched,,,
Credit Risk,29,0.1203,unmatched,,,
Solution Sales,29,0.1203,unmatched,,,
QAP,29,0.1203,unmatched,,,
Restaurant,29,0.1203,unmatched,,,
Professional Services,29,0.1203,unmatched,,,
Entity Framework,29,0.1203,unmatched,,,
Ci Cd Pipeline,29,0.1203,unmatched,,,
Housing Loan,29,0.1203,unmatched,,,
Grievance Handling,29,0.1203,unmatched,,,
Techno Functional,29,0.1203,unmatched,,,
