academic_year_or_version,program,branch,year,semester,course_code,course_title,unit_or_module,topic,source_page,source_section
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,database server,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,DNS,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,NFS,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,NIS,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,LDAP based system,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,secure a,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,Desktop and a server system completely using existing tools.,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,Manage Linux file systems and data storage mechanisms.,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-Study Topics,Provide security administration for Linux.,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Partitioning,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Installation of multiple operating systems on desktops,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Various operating system services:,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Cron,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,CPU utilization,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,User management,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Backup,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Log management,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Boot loader,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Process management,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,File system namespace,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Basic System Administration,Kernel upgrades.,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,Configuration of network hardware,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,Linux router,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,Managing routes,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,DHCP - Dynamic Host Configuration,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,Protocol,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,DNS-Domain Name Server,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,NFS - Network File System,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,NIS - Network Information Service,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,Email,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,Setup-SendMail,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,Issues with mail services,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Network Administration,POP and IMAP Server.,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,Formatting,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,Partitioning,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,Managing file systems,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,Defragmentation,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,Quotas,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,Journaling file system,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,Logical,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,Studies: ext2,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,ext4,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,ntfs,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,samba,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,cifs,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,lvm,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,File system Administration,fat32.,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Methods of attack,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Network security tools- Nmap,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Snort,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Nessus,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Wireshark/tcpdump,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Firewall,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,IPtables,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,NAT,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,IP filtering,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Setting up linux firewall,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Mandatory access control (MAC),10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,SELinux,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,Cryptographic,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,security tools Authentication mechanisms,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Security Administration,LDAP,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Server Administration,Apache webserver configuration,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Server Administration,Database servers: MySQL and PostgreSQL,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Devices Administration,Device resources,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Devices Administration,udev: Device files,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Devices Administration,Installing and configuring printers,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Devices Administration,Managing printers via the web,10,Syllabus: System Administration (Page 10)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-study,LDAP,11,Syllabus: System Administration (Page 11)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-A,System Administration,Self-study,Proxy servers.,11,Syllabus: System Administration (Page 11)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-B,GPU Computing,Self-Study Topics,Course outcomes,13,Syllabus: GPU Computing (Page 13)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-B,GPU Computing,Self-Study Topics,Learn and comprehend the differences in CPU & GPU.,13,Syllabus: GPU Computing (Page 13)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-B,GPU Computing,Self-Study Topics,Program massively parallel processors in different ways.,13,Syllabus: GPU Computing (Page 13)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-B,GPU Computing,Self-Study Topics,[6 Hrs],13,Syllabus: GPU Computing (Page 13)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-B,GPU Computing,Self-Study Topics,Introduction to GPU,13,Syllabus: GPU Computing (Page 13)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VII,CT-26003-B,GPU Computing,Self-Study Topics,History,13,Syllabus: GPU Computing (Page 13)
