skill,skill_normalized,job_count,demand_percentage,total_jobs,data_version,calculated_at
Typescript,Typescript,82,0.3401,24113,1.0,2026-09-18T12:34:10.283307
MongoDB,MongoDB,82,0.3401,24113,1.0,2026-09-18T12:34:10.283307
Android,Android,82,0.3401,24113,1.0,2026-09-18T12:34:10.283307
Bank Reconciliation,Bank Reconciliation,82,0.3401,24113,1.0,2026-09-18T12:34:10.283307
aml,Aml,82,0.3401,24113,1.0,2026-09-18T12:34:10.283307
Machining,Machining,82,0.3401,24113,1.0,2026-09-18T12:34:10.283307
Medical Writing,Medical Writing,82,0.3401,24113,1.0,2026-09-18T12:34:10.283307
crm,Crm,81,0.3359,24113,1.0,2026-09-18T12:34:10.283307
Lead generation,Lead generation,81,0.3359,24113,1.0,2026-09-18T12:34:10.283307
Automotive,Automotive,81,0.3359,24113,1.0,2026-09-18T12:34:10.283307
housekeeping,Housekeeping,81,0.3359,24113,1.0,2026-09-18T12:34:10.283307
Jenkins,Jenkins,81,0.3359,24113,1.0,2026-09-18T12:34:10.283307
Auto,Auto,80,0.3318,24113,1.0,2026-09-18T12:34:10.283307
jquery,Jquery,80,0.3318,24113,1.0,2026-09-18T12:34:10.283307
Bi,Bi,80,0.3318,24113,1.0,2026-09-18T12:34:10.283307
Automobile,Automobile,80,0.3318,24113,1.0,2026-09-18T12:34:10.283307
Trade,Trade,79,0.3276,24113,1.0,2026-09-18T12:34:10.283307
SR,SR,79,0.3276,24113,1.0,2026-09-18T12:34:10.283307
data science,Data Science,79,0.3276,24113,1.0,2026-09-18T12:34:10.283307
Solid Works,Solid Works,79,0.3276,24113,1.0,2026-09-18T12:34:10.283307
Quality Audit,Quality Audit,79,0.3276,24113,1.0,2026-09-18T12:34:10.283307
Programming,Programming,78,0.3235,24113,1.0,2026-09-18T12:34:10.283307
Mechanical Engineering,Mechanical Engineering,78,0.3235,24113,1.0,2026-09-18T12:34:10.283307
financial services,Financial Services,78,0.3235,24113,1.0,2026-09-18T12:34:10.283307
Illustrator,Illustrator,77,0.3193,24113,1.0,2026-09-18T12:34:10.283307
test cases,Test Cases,77,0.3193,24113,1.0,2026-09-18T12:34:10.283307
Bfsi,Bfsi,77,0.3193,24113,1.0,2026-09-18T12:34:10.283307
Sales management,Sales management,77,0.3193,24113,1.0,2026-09-18T12:34:10.283307
Front Desk,Front Desk,77,0.3193,24113,1.0,2026-09-18T12:34:10.283307
windows,Windows,77,0.3193,24113,1.0,2026-09-18T12:34:10.283307
Mutual Funds,Mutual Funds,76,0.3152,24113,1.0,2026-09-18T12:34:10.283307
Collections,Collections,76,0.3152,24113,1.0,2026-09-18T12:34:10.283307
Balance Sheet,Balance Sheet,76,0.3152,24113,1.0,2026-09-18T12:34:10.283307
HR Operations,HR Operations,76,0.3152,24113,1.0,2026-09-18T12:34:10.283307
Manufacturing,Manufacturing,76,0.3152,24113,1.0,2026-09-18T12:34:10.283307
ux,Ux,75,0.311,24113,1.0,2026-09-18T12:34:10.283307
ASP.Net,ASP.Net,75,0.311,24113,1.0,2026-09-18T12:34:10.283307
Agency Channel,Agency Channel,75,0.311,24113,1.0,2026-09-18T12:34:10.283307
Editing,Editing,75,0.311,24113,1.0,2026-09-18T12:34:10.283307
Autocad,Autocad,75,0.311,24113,1.0,2026-09-18T12:34:10.283307
Process Improvement,Process Improvement,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
Information technology,Information technology,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
capital market,Capital Market,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
Loans,Loans,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
import,Import,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
Data Entry,Data Entry,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
Branch banking,Branch banking,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
data integration,Data Integration,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
education,Education,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
Application,Application,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
Inbound Sales,Inbound Sales,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
Configuration,Configuration,73,0.3027,24113,1.0,2026-09-18T12:34:10.283307
middleware,Middleware,72,0.2986,24113,1.0,2026-09-18T12:34:10.283307
logistics management,Logistics Management,72,0.2986,24113,1.0,2026-09-18T12:34:10.283307
Pharma,Pharma,72,0.2986,24113,1.0,2026-09-18T12:34:10.283307
Outbound Sales,Outbound Sales,72,0.2986,24113,1.0,2026-09-18T12:34:10.283307
Maven,Maven,72,0.2986,24113,1.0,2026-09-18T12:34:10.283307
Integration,Integration,72,0.2986,24113,1.0,2026-09-18T12:34:10.283307
SAP FICO,SAP FICO,72,0.2986,24113,1.0,2026-09-18T12:34:10.283307
Azure Cloud,Azure Cloud,71,0.2944,24113,1.0,2026-09-18T12:34:10.283307
Bfsi Sales,Bfsi Sales,71,0.2944,24113,1.0,2026-09-18T12:34:10.283307
service management,Service Management,70,0.2903,24113,1.0,2026-09-18T12:34:10.283307
sas,Sas,70,0.2903,24113,1.0,2026-09-18T12:34:10.283307
Good English Communication,Good English Communication,70,0.2903,24113,1.0,2026-09-18T12:34:10.283307
Sales Strategy,Sales Strategy,70,0.2903,24113,1.0,2026-09-18T12:34:10.283307
Pharmacovigilance,Pharmacovigilance,70,0.2903,24113,1.0,2026-09-18T12:34:10.283307
Spark,Spark,70,0.2903,24113,1.0,2026-09-18T12:34:10.283307
Tensorflow,Tensorflow,70,0.2903,24113,1.0,2026-09-18T12:34:10.283307
Banking Operations,Banking Operations,70,0.2903,24113,1.0,2026-09-18T12:34:10.283307
CMMI,CMMI,69,0.2862,24113,1.0,2026-09-18T12:34:10.283307
switching,Switching,69,0.2862,24113,1.0,2026-09-18T12:34:10.283307
Electrical Engineering,Electrical Engineering,69,0.2862,24113,1.0,2026-09-18T12:34:10.283307
Production Planning,Production Planning,69,0.2862,24113,1.0,2026-09-18T12:34:10.283307
Financial Reporting,Financial Reporting,69,0.2862,24113,1.0,2026-09-18T12:34:10.283307
Loan Sales,Loan Sales,69,0.2862,24113,1.0,2026-09-18T12:34:10.283307
Analytical skills,Analytical skills,69,0.2862,24113,1.0,2026-09-18T12:34:10.283307
Field,Field,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
Ansible,Ansible,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
QMS,QMS,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
Home Loans,Home Loans,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
CSS,CSS,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
Staffing,Staffing,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
sales process,Sales Process,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
Property Sales,Property Sales,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
IATF,IATF,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
Business Strategy,Business Strategy,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
Risk,Risk,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
Personal Loans,Personal Loans,68,0.282,24113,1.0,2026-09-18T12:34:10.283307
Operational excellence,Operational excellence,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Excellent Communication In English,Excellent Communication In English,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Drawing,Drawing,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Relationship building,Relationship building,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
PLC,PLC,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Inbound Voice Process,Inbound Voice Process,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Admission Counselling,Admission Counselling,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
unit testing,Unit Testing,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Web technologies,Web technologies,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Digital,Digital,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Core,Core,67,0.2779,24113,1.0,2026-09-18T12:34:10.283307
Transformers,Transformers,66,0.2737,24113,1.0,2026-09-18T12:34:10.283307
Performance management,Performance management,66,0.2737,24113,1.0,2026-09-18T12:34:10.283307
Portfolio Management,Portfolio Management,66,0.2737,24113,1.0,2026-09-18T12:34:10.283307
Sketchup,Sketchup,66,0.2737,24113,1.0,2026-09-18T12:34:10.283307
Design Patterns,Design Patterns,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
Content Creation,Content Creation,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
application software,Application Software,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
scala,Scala,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
Redux,Redux,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
Fresher,Fresher,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
itil,Itil,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
Performance tuning,Performance tuning,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
performance testing,Performance Testing,65,0.2696,24113,1.0,2026-09-18T12:34:10.283307
Customer experience,Customer experience,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
change management,Change Management,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
Pan,Pan,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
training and development,Training And Development,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
Azure Devops,Azure Devops,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
Installation,Installation,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
New Client Acquisition,New Client Acquisition,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
Inspection,Inspection,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
Civil,Civil,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
back office,Back Office,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
design engineering,Design Engineering,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
ado.net,Ado.Net,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
HVAC,HVAC,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
Data modeling,Data modeling,64,0.2654,24113,1.0,2026-09-18T12:34:10.283307
IT services,IT services,63,0.2613,24113,1.0,2026-09-18T12:34:10.283307
Machine,Machine,63,0.2613,24113,1.0,2026-09-18T12:34:10.283307
client servicing,Client Servicing,63,0.2613,24113,1.0,2026-09-18T12:34:10.283307
Plastic,Plastic,63,0.2613,24113,1.0,2026-09-18T12:34:10.283307
Writing,Writing,62,0.2571,24113,1.0,2026-09-18T12:34:10.283307
Application development,Application development,62,0.2571,24113,1.0,2026-09-18T12:34:10.283307
Video Editing,Video Editing,62,0.2571,24113,1.0,2026-09-18T12:34:10.283307
Sales Executive Activities,Sales Executive Activities,62,0.2571,24113,1.0,2026-09-18T12:34:10.283307
Architectural Design,Architectural Design,62,0.2571,24113,1.0,2026-09-18T12:34:10.283307
gcp,Gcp,62,0.2571,24113,1.0,2026-09-18T12:34:10.283307
Vendor Development,Vendor Development,62,0.2571,24113,1.0,2026-09-18T12:34:10.283307
Macros,Macros,62,0.2571,24113,1.0,2026-09-18T12:34:10.283307
business development management,Business Development Management,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Human Resource Management,Human Resource Management,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
visualforce,Visualforce,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Instrumentation,Instrumentation,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Stack,Stack,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Django,Django,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
R,R,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Email Marketing,Email Marketing,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
JSON,JSON,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Commercial,Commercial,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
verbal communication,Verbal Communication,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Incident Management,Incident Management,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Version control,Version control,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
International Sales,International Sales,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Cd,Cd,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Estate,Estate,61,0.253,24113,1.0,2026-09-18T12:34:10.283307
Supervisor,Supervisor,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
System,System,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
XML,XML,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
upselling,Upselling,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
Saps,Saps,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
Preventive Maintenance,Preventive Maintenance,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
strategic planning,Strategic Planning,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
Receptionist Activities,Receptionist Activities,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
disaster recovery,Disaster Recovery,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
PMP,PMP,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
Security,Security,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
Site,Site,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
Workday,Workday,60,0.2488,24113,1.0,2026-09-18T12:34:10.283307
site execution,Site Execution,59,0.2447,24113,1.0,2026-09-18T12:34:10.283307
sql server,Sql Server,59,0.2447,24113,1.0,2026-09-18T12:34:10.283307
regulations,Regulations,59,0.2447,24113,1.0,2026-09-18T12:34:10.283307
Adobe Creative Suite,Adobe Creative Suite,59,0.2447,24113,1.0,2026-09-18T12:34:10.283307
ITSM,ITSM,59,0.2447,24113,1.0,2026-09-18T12:34:10.283307
quality management,Quality Management,59,0.2447,24113,1.0,2026-09-18T12:34:10.283307
Java Fullstack,Java Fullstack,59,0.2447,24113,1.0,2026-09-18T12:34:10.283307
Invoice Processing,Invoice Processing,59,0.2447,24113,1.0,2026-09-18T12:34:10.283307
Machine learning,Machine learning,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
Adobe,Adobe,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
NPD,NPD,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
mathematics,Mathematics,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
gap analysis,Gap Analysis,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
Drug Safety,Drug Safety,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
service desk,Service Desk,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
Social Media,Social Media,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
Onboarding,Onboarding,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
Market research,Market research,58,0.2405,24113,1.0,2026-09-18T12:34:10.283307
graphic designing,Graphic Designing,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
Industrial Sales,Industrial Sales,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
Educational Sales,Educational Sales,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
trading,Trading,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
Direct,Direct,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
web application framework,Web Application Framework,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
talent development,Talent Development,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
service delivery,Service Delivery,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
HNI,HNI,57,0.2364,24113,1.0,2026-09-18T12:34:10.283307
abap,Abap,56,0.2322,24113,1.0,2026-09-18T12:34:10.283307
Loan Against Property,Loan Against Property,56,0.2322,24113,1.0,2026-09-18T12:34:10.283307
branding,Branding,56,0.2322,24113,1.0,2026-09-18T12:34:10.283307
Accounts Finalisation,Accounts Finalisation,56,0.2322,24113,1.0,2026-09-18T12:34:10.283307
api,Api,56,0.2322,24113,1.0,2026-09-18T12:34:10.283307
Social Media Marketing,Social Media Marketing,56,0.2322,24113,1.0,2026-09-18T12:34:10.283307
media,Media,56,0.2322,24113,1.0,2026-09-18T12:34:10.283307
Campaigns,Campaigns,56,0.2322,24113,1.0,2026-09-18T12:34:10.283307
Client Relationship,Client Relationship,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Key Account Management,Key Account Management,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Azure Data Factory,Azure Data Factory,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Account management,Account management,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
SAP ABAP,SAP ABAP,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
content,Content,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Employee Engagement,Employee Engagement,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
JavaScript,JavaScript,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Business strategy,Business strategy,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
B2B Marketing,B2B Marketing,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Infrastructure,Infrastructure,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Powerpoint,Powerpoint,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Apex,Apex,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Civil Engineering,Civil Engineering,55,0.2281,24113,1.0,2026-09-18T12:34:10.283307
Data Governance,Data Governance,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
PGT,PGT,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Proof Reading,Proof Reading,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
3D,3D,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
PLSQL,PLSQL,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Purchase Order,Purchase Order,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Plant Operations,Plant Operations,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Data Visualization,Data Visualization,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Front Office,Front Office,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Electronics,Electronics,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Channel,Channel,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Broking,Broking,54,0.2239,24113,1.0,2026-09-18T12:34:10.283307
Credit Card Sales,Credit Card Sales,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
MIS Reporting,MIS Reporting,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
Sales Coordination,Sales Coordination,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
Wealth Management,Wealth Management,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
Talent acquisition,Talent acquisition,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
Due Diligence,Due Diligence,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
Customer support,Customer support,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
3d modeling,3D Modeling,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
plsql,Plsql,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
sap sd,Sap Sd,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
bpo,Bpo,53,0.2198,24113,1.0,2026-09-18T12:34:10.283307
Leadership Skills,Leadership Skills,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
Graphics,Graphics,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
Functional,Functional,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
Contract Management,Contract Management,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
Data quality,Data quality,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
information security,Information Security,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
Web Development,Web Development,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
End,End,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
Production Operations,Production Operations,52,0.2157,24113,1.0,2026-09-18T12:34:10.283307
Book Keeping,Book Keeping,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
International voice,International voice,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Salesforce Lightning,Salesforce Lightning,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
digital transformation,Digital Transformation,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Vendor,Vendor,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Simulation,Simulation,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Electrical Maintenance,Electrical Maintenance,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Business analysis,Business analysis,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Figma,Figma,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
REVIT,REVIT,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Clinical Research,Clinical Research,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
PHP,PHP,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Industrial,Industrial,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Statutory Audit,Statutory Audit,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
chemistry,Chemistry,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
NoSQL,NoSQL,51,0.2115,24113,1.0,2026-09-18T12:34:10.283307
Non IT Recruitment,Non IT Recruitment,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Sales executive activities,Sales executive activities,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Finalisation,Finalisation,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Product Management,Product Management,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Hydraulics,Hydraulics,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Client,Client,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Cost,Cost,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
IT Sales,IT Sales,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
warehouse management,Warehouse Management,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Us Voice Process,Us Voice Process,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Penetration,Penetration,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
Confluence,Confluence,50,0.2074,24113,1.0,2026-09-18T12:34:10.283307
